character,characterSymbol,characterName,escapeSequence,controlEscapeSequence,characterUse,impactedByCaseInsensitiveOrder,characterForCaseInsensitiveOrder_UTF8_base16,impactedByAccentInsensitiveOrder,characterForAccentInsensitiveOrder_UTF8_base16,isUnicodeCharacterSet,UTF16_base10,UTF16_base16,uPlus4HexDigits,UTF8_base10,UTF8_base16,UTF8_base16_Byte1,UTF8_Byte1_in_CP1252_base16,UTF8_base16_Byte2,UTF8_Byte2_in_CP1252_base16,UTF8_base16_Byte3,UTF8_Byte3_in_CP1252_base16,UTF8_base16_Byte4,UTF8_Byte4_in_CP1252_base16,UTF8_base16_ByteCount,unicodeDecimalNumberBadConvert,UTF8_to_UTF16_base16_decomp,UTF8_to_CP1252_base16_decomp,UTF8_to_CP1252_base16_decomp_addsChar,similarCharacter_UTF8_base10,isAsciiCharacterSet,ASCII_base10,asciiIndexNotAssigned,ASCII_base8,ASCII_base16,ASCII_base2,isCP1252CharacterSet,CP1252_base10,cp1252IndexNotAssigned,CP1252_base16,CP1252_in_UTF8_base16,isISO_8859_1CharacterSet,ISO_8859_1_base10,ISO_8859_1_base16,isEBCDICCharacterSet,EBCDIC_base10,EBCDIC_base16,isHTMLCharacterSet,HTML_base10,HTML_base16,HTML_name,printLength,isMirrored,isLetter,isLowerCaseLetter,isLetterModifier,isNumber,isPunctuation,isSymbol,isMathSymbol,isPrintable,isControl,isEnglish,isChinese,isCurrency,isWhiteSpace,isAsciiHexInUnicodeUTF8Bytes,isCP1252HexInUnicodeUTF8Bytes,isCP1252HexInUnicodeUTF8Byte1,isCP1252HexInUnicodeUTF8Byte2,isCP1252HexInUnicodeUTF8Byte3,isCP1252HexInUnicodeUTF8Byte4,isUTF8_UTF16_equal,IsIndexMatchForCharacter,descLink,imgLink,keyboardKeys
"",CCH,Cancel Character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fileformat.info/info/unicode/char/0094/index.htm,
"	",HT,Horizontal Tab;character tabulation,\t,,Moves the printing position right to the next tab stop.,,,,,1,9,0x09,,9,   ,,0,,0,,0,,0,3,,,,0,,1,9,,11,0x09,1001,1,9,,0x09,0,,,,,,,1,&#009;,,,> 0,,0,,,0,0,,,0,1,,,,1,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/9/index.htm,
"
",LF,"Line Feed; Newline; line ending; end of line, EOL, line break",\n,,"Move the print head down one line, or to the left edge and down. Use as the end of marker I most Unix systems and variants.",,,,,1,10,0x0A,,10,   ,,0,,0,,0,,0,3,,,,0,,1,10,,12,0x0A,1010,1,10,,0x0A,0,,,,,,,1,&#010;,,,0,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/000a/index.htm,
,VT,Vertical Tab; line tabulation,\v,,Vertical tabulation,,,,,1,11,0x0B,,11,   ,,0,,0,,0,,0,3,,,,0,,1,11,,13,0x0B,1011,1,11,,0x0B,0,,,,,,,1,&#011;,,,> 0,,0,,,0,0,,,0,1,,,,1,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/000b/index.htm,
,FF,Form Feed,\f,,Page breaking. It forces the printer to eject the current page and to continue printing a the top of the next page. ,,,,,1,12,0x0C,,12,   ,,0,,0,,0,,0,3,,,,0,,1,12,,14,0x0C,1100,1,12,,0x0C,0,,,,,,,1,&#012;,,,> 0,,0,,,0,0,,,0,1,,,,1,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,http://www.fileformat.info/info/unicode/char/000C/index.htm,
"
",CR,Carriage Return,\r,,Moves the cursor to the beginning of the line without advancing to the next line. Used as a new line character in Commodore and early Macintosh operatig systems (Mac OS 9 and earlier),,,,,1,13,0x0d,,13,   ,,0,,0,,0,,0,3,,,,0,,1,13,,15,0x0D,1101,1,13,,0x0D,0,,,,,,,1,&#013;,,,0,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/000d/index.htm,
 ,,Space,\SP,,Common way to make space between characters,,,,,1,32,0x20,,32,   ,,0,,0,,0,,0,3,,,,0,,1,32,,40,0x20,100000,1,32,,0x20,0,,,,,,,,&#32;,,,> 0,,0,,,0,0,,,0,1,,,,1,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0020/index.htm,
xxx,NEL,Next Line,,,,,,,,1,133,0x0085,,133,0xC2 0x85  ,0xC2,1,0x85,0,,0,,0,5,,,0xC2,0,,0,,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,0,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/0020/index.htm,
,,NO-BREAK SPACE; Digit Zero; non-breaking space; non-breakable space; required space; hard space; fixed space,,,"A space character that prevents an automatic line break at its position. In some formats, including HTML, it also prevents consecutive whitespace characters from collapsing into a single space.",,,,,1,160,0xA0,,160,0xc2 0xa0  ,0xc2,1,0xa0,1,,0,,0,5,,,0xc2;0xa0,1,,0,,,,,,1,160,,0xA0,1,,,,,,,,,,,> 0,,0,,,0,0,0,,0,0,0,,,1,1,1,0,1,1,0,,,,https://www.fileformat.info/info/unicode/char/00a0/index.htm,
 ,,ogham space mark,,,,,,,,1,5760,0x1680,,5760,0xE1 0x9A 0x80 ,0xE1,0,0x9A,1,0x80,0,,0,6,,,;0x9A,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/1680/index.htm,
 ,,en quad,,,,,,,,1,8192,0x2000,,8192,0xE2 0x80 0x80 ,0xE2,1,0x80,0,0x80,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2000/index.htm,
 ,,em quad,,,,,,,,1,8193,0x2001,,8193,0xE2 0x80 0x81 ,0xE2,1,0x80,0,0x81,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2001/index.htm,
,,en space,,,,,,,,1,8194,0x2002,,8194,0xE2 0x80 0x80 ,0xE2,1,0x80,0,0x80,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2002/index.htm,
,,em space,,,,,,,,1,8195,0x2003,,8195,0xE2 0x80 0x83 ,0xE2,1,0x80,0,0x83,1,,0,6,,,0xE2;0x83,1,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2003/index.htm,
,,three-per-em space,,,,,,,,1,8196,0x2004,,8196,0xE2 0x80 0x84 ,0xE2,1,0x80,0,0x84,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2004/index.htm,
,,four-per-em space,,,,,,,,1,8197,0x2005,,8197,0xE2 0x80 0x85 ,0xE2,1,0x80,0,0x85,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2005/index.htm,
,,six-per-em space,,,,,,,,1,8198,0x2006,,8198,0xE2 0x80 0x86 ,0xE2,1,0x80,0,0x86,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2006/index.htm,
xxx,,Figure Space,,,Produces a space equal to the figure (0–9) characters.,,,,,1,8199,0x2007,,8199,0xE2 0x80 0x87 ,0xE2,1,0x80,0,0x87,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,0,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2007/index.htm,
,,punctuation space,,,,,,,,1,8200,0x2008,,8200,0xE2 0x80 0x88 ,0xE2,1,0x80,0,0x88,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2008/index.htm,
,,thin space,,,,,,,,1,8201,0x2009,,8201,0xE2 0x80 0x89 ,0xE2,1,0x80,0,0x89,0,,0,6,,,0xE2,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2009/index.htm,
,,hair space,,,,,,,,1,8202,0x200A,,8202,0xE2 0x80 0x8A ,0xE2,1,0x80,0,0x8A,1,,0,6,,,0xE2;0x8A,1,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/200A/index.htm,
,,line separator,,,,,,,,1,8232,0x2028,,8232,0xE2 0x80 0xA8 ,0xE2,1,0x80,0,0xA8,1,,0,6,,,0xE2;0xA8,1,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2028/index.htm,
,,paragraph separator,,,,,,,,1,8233,0x2029,,8233,0xE2 0x80 0xA9 ,0xE2,1,0x80,0,0xA9,1,,0,6,,,0xE2;0xA9,1,,0,,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,0,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/2029/index.htm,
xxx,,NARROW NO-BREAK SPACE,,,,,,,,1,8239,0x202F,,8239,0xE2 0x80 0xAF ,0xE2,1,0x80,0,0xAF,1,,0,6,,,0xE2;0xAF,1,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,0,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/202F/index.htm,
,,medium mathematical space,,,,,,,,1,8287,0x205F,,8287,0xE2 0x81 0x9F ,0xE2,1,0x81,0,0x9F,1,,0,6,,,0xE2;0x9F,1,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/205F/index.htm,
　,,ideographic space,,,,,,,,1,12288,0x3000,,12288,0xE3 0x80 0x80 ,0xE3,0,0x80,0,0x80,0,,0,6,,,,0,,0,,,,,,0,,,,0,,,,,,,,,,,> 0,,,,,,,,,0,,,,,1,1,0,0,0,0,0,,,,https://www.fileformat.info/info/unicode/char/3000/index.htm,
,SOH,Start of Heading,\SOH,,,,,,,1,1,0x01   ,,,0x01   ,0x01,1,,0,,0,,0,4,,,0x01,0,,1,1,,1,0x01,1,1,1,,0x01,1,,,,,,,1,&#001;,&#x1;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0001/index.htm,
,,,,,,,,,,0,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
,STX,Start of Text,\STX,,,,,,,1,2,0x02   ,,,0x02   ,0x02,1,,0,,0,,0,4,,,0x02,0,,1,2,,2,0x02,10,1,2,,0x02,1,,,,,,,1,&#002;,&#x2;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0002/index.htm,
,ETX,End of Text,\ETX,,,,,,,1,3,0x03   ,,,0x03   ,0x03,1,,0,,0,,0,4,,,0x03,0,,1,3,,3,0x03,11,1,3,,0x03,1,,,,,,,1,&#003;,&#x3;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0003/index.htm,
,EOT,End of Transmission,\EOT,,,,,,,1,4,0x04   ,,,0x04   ,0x04,1,,0,,0,,0,4,,,0x04,0,,1,4,,4,0x04,100,1,4,,0x04,1,,,,,,,1,&#004;,&#x4;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0004/index.htm,
,ENQ,Enquiry,\ENQ,,,,,,,1,5,0x05   ,,,0x05   ,0x05,1,,0,,0,,0,4,,,0x05,0,,1,5,,5,0x05,101,1,5,,0x05,1,,,,,,,1,&#005;,&#x5;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0005/index.htm,
,ACK,Acknowledgment,\ACK,,,,,,,1,6,0x06   ,U+0006,,0x06   ,0x06,1,,0,,0,,0,4,,,0x06,0,,1,6,,6,0x06,110,1,6,,0x06,1,,,,,,,1,&#006;,&#x6;,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0006/index.htm,
,BEL,Bell; alert,\a,,May cause device to emit a warning such as bell sound or screen flashing.,,,,,1,7,0x07   ,U+0007,,0x07   ,0x07,1,,0,,0,,0,4,,,0x07,0,,1,7,,7,0x07,111,1,7,,0x07,1,,,,,,,1,&#007;,,,,,0,,,0,0,,,0,1,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0007/index.htm,
,BS,Back Space,\b,,,,,,,1,8,0x08,,,   ,,0,,0,,0,,0,3,,,,0,,1,8,,10,0x08,1000,1,8,,0x08,0,,,,,,,1,&#008;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/8/index.htm,
,SO,Shift Out / X-On,\so,,,,,,,1,14,,,,   ,,0,,0,,0,,0,3,,,,0,,1,14,,16,0x0E,1110,1,14,,0x0E,0,,,,,,,1,&#014;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/000e/index.htm,
,SI,Shift In / X-Off,\si,,,,,,,1,15,,,,   ,,0,,0,,0,,0,3,,,,0,,1,15,,17,0x0F,1111,1,15,,0x0F,0,,,,,,,1,&#015;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/000f/index.htm,
,DLE,Data Line Escape; Data Link Escape,\DLE,,,,,,,1,16,,,,   ,,0,,0,,0,,0,3,,,,0,,1,16,,20,0x10,10000,1,16,,0x10,0,,,,,,,1,&#016;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/10/index.htm,
,DC1,Device Control 1 (oft. XON),,,,,,,,1,17,,,,   ,,0,,0,,0,,0,3,,,,0,,1,17,,21,0x11,10001,1,17,,0x11,0,,,,,,,1,&#017;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/11/index.htm,
,DC2,Device Control 2,,,,,,,,1,18,,,,   ,,0,,0,,0,,0,3,,,,0,,1,18,,22,0x12,10010,1,18,,0x12,0,,,,,,,1,&#018;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/12/index.htm,
,DC3,Device Control 3 (oft. XOFF),,,,,,,,1,19,,,,   ,,0,,0,,0,,0,3,,,,0,,1,19,,23,0x13,10011,1,19,,0x13,0,,,,,,,1,&#019;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/13/index.htm,
,DC4,Device Control 4,,,,,,,,1,20,,,,   ,,0,,0,,0,,0,3,,,,0,,1,20,,24,0x14,10100,1,20,,0x14,0,,,,,,,1,&#020;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/14/index.htm,
,NAK,Negative Acknowledgement; Negative Acknowledge,,,,,,,,1,21,,,,   ,,0,,0,,0,,0,3,,,,0,,1,21,,25,0x15,10101,1,21,,0x15,0,,,,,,,1,&#021;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/15/index.htm,
,SYN,Synchronous Idle,,,,,,,,1,22,,,,   ,,0,,0,,0,,0,3,,,,0,,1,22,,26,0x16,10110,1,22,,0x16,0,,,,,,,1,&#022;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,http://www.fileformat.info/info/unicode/char/16/index.htm,
,ETB,End of Transmit Block; End of Transmission Block,,,,,,,,1,23,,,,   ,,0,,0,,0,,0,3,,,,0,,1,23,,27,0x17,10111,1,23,,0x17,0,,,,,,,1,&#023;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,http://www.fileformat.info/info/unicode/char/17/index.htm,
,CAN,Cancel,,,,,,,,1,24,,,,   ,,0,,0,,0,,0,3,,,,0,,1,24,,30,0x18,11000,1,24,,0x18,0,,,,,,,1,&#024;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,http://www.fileformat.info/info/unicode/char/18/index.htm,
,EM,End of Medium,,,,,,,,1,25,,,,   ,,0,,0,,0,,0,3,,,,0,,1,25,,31,0x19,11001,1,25,,0x19,0,,,,,,,1,&#025;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,http://www.fileformat.info/info/unicode/char/19/index.htm,
,SUB,Substitute,,,,,,,,1,26,,,,   ,,0,,0,,0,,0,3,,,,0,,1,26,,32,0x1A,11010,1,26,,0x1A,0,,,,,,,1,&#026;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001a/index.htm,
,ESC,Escape,,\^[,,,,,,1,27,,,,   ,,0,,0,,0,,0,3,,,,0,,1,27,,33,0x1B,11011,1,27,,0x1B,0,,,,,,,1,&#027;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001b/index.htm,
,FS,File Separator,,\^\,,,,,,1,28,,,,   ,,0,,0,,0,,0,3,,,,0,,1,28,,34,0x1C,11100,1,28,,0x1C,0,,,,,,,1,&#028;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001c/index.htm,
,GS,Group Separator; INFORMATION SEPARATOR THREE,,\^],,,,,,1,29,,,,   ,,0,,0,,0,,0,3,,,,0,,1,29,,35,0x1D,11101,1,29,,0x1D,0,,,,,,,,&#029;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001d/index.htm,
,RS,Record Separator; INFORMATION SEPARATOR TWO,\036,\^^,,,,,,1,30,,,,   ,,0,,0,,0,,0,3,,,,0,,1,30,,36,0x1E,11110,1,30,,0x1E,0,,,,,,,,&#030;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001e/index.htm,
,US,Unit Separator; INFORMATION SEPARATOR ONE,,\^_,,,,,,1,31,,,,   ,,0,,0,,0,,0,3,,,,0,,1,31,,37,0x1F,11111,1,31,,0x1F,0,,,,,,,,&#031;,,,,,0,,,0,0,,,0,1,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/001f/index.htm,
!,!,Exclamation mark,,,,,,,,1,33,,,,0x21   ,0x21,1,,0,,0,,0,4,,,0x21,0,,1,33,,41,0x21,100001,1,33,,0x21,1,,,,,,,,&#33;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0021/index.htm,
"""","""",Double quotes (or speech marks); neutral quotation mark,,,,,,,,1,34,,,,0x22   ,0x22,1,,0,,0,,0,4,,,0x22,0,,1,34,,42,0x22,100010,1,34,,0x22,1,,,,,,,,&#34;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0022/index.htm,
#,#,Number sign; hash; pound sign; Octothorpe; crosshatch,,,,,,,,1,35,,,,0x23   ,0x23,1,,0,,0,,0,4,,,0x23,0,,1,35,,43,0x23,100011,1,35,,0x23,1,,,,,,,,&#35;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Number_sign,https://www.fileformat.info/info/unicode/char/0023/index.htm,
$,$,Dollar Sign; Milreis; Escudo,,,,,,,,1,36,,,,0x24   ,0x24,1,,0,,0,,0,4,,,0x24,0,,1,36,,44,0x24,100100,1,36,,0x24,1,,,,,,,,&#36;,,,,,0,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0024/index.htm,
%,%,Procenttecken; Percent Sign,,,,,,,,1,37,,,,0x25   ,0x25,1,,0,,0,,0,4,,,0x25,0,,1,37,,45,0x25,100101,1,37,,0x25,1,,,,,,,,&#37;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Percent_sign,https://www.fileformat.info/info/unicode/char/0025/index.htm,
&,&,Ampersand,,,,,,,,1,38,,,,0x26   ,0x26,1,,0,,0,,0,4,,,0x26,0,,1,38,,46,0x26,100110,1,38,,0x26,1,,,,,,,,&#38;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Ampersand,https://www.fileformat.info/info/unicode/char/0026/index.htm,
',',Single quote; Apostrophe,,,,,,,,1,39,0x27,,,0x27   ,0x27,1,,0,,0,,0,4,,,0x27,0,,1,39,,47,0x27,100111,1,39,,0x27,1,,,,,,,,&#39;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0027/index.htm,
(,(,Open parenthesis (or open bracket); Left Parenthesis,,,,,,,,1,40,0x28,,,0x28   ,0x28,1,,0,,0,,0,4,,,0x28,0,,1,40,,50,0x28,101000,1,40,,0x28,1,,,,,,,,&#40;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0028/index.htm,
),),Close parenthesis (or close bracket); Right Parenthesis,,,,,,,,1,41,0x29,,,0x29   ,0x29,1,,0,,0,,0,4,,,0x29,0,,1,41,,51,0x29,101001,1,41,,0x29,1,,,,,,,,&#41;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0029/index.htm,
*,*,Asterisk,,,,,,,,1,42,0x2A,,,0x21   ,0x21,1,,0,,0,,0,4,,,0x21,0,,1,42,,52,0x2A,101010,1,42,,0x2A,0,,,,,,,,&#42;,,,,,0,,,0,1,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002A/index.htm,
+,+,Plus,,,,,,,,1,43,0x2B,,,0x2b   ,0x2b,1,,0,,0,,0,4,,,0x2b,0,,1,43,,53,0x2B,101011,1,43,,0x2B,1,,,,,,,,&#43;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002B/index.htm,
",",",",Comma,,,,,,,,1,44,0x2C,,,0x2c   ,0x2c,1,,0,,0,,0,4,,,0x2c,0,,1,44,,54,0x2C,101100,1,44,,0x2C,1,,,,,,,,&#44;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002C/index.htm,
-,-,Hyphen; Minus; minus sign; Dash,,,,,,,,1,45,0x2D,,,0x2d   ,0x2d,1,,0,,0,,0,4,,,0x2d,0,,1,45,,55,0x2D,101101,1,45,,0x2D,1,,,,,,,,&#45;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002D/index.htm,
.,.,Period; dot; full stop; decimal point,,,3 used to make an ellipse; End of sentence,,,,,1,46,0x2E,,,0x2e   ,0x2e,1,,0,,0,,0,4,,,0x2e,0,,1,46,,56,0x2E,101110,1,46,,0x2E,1,,,,,,,,&#46;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Full_stop,https://www.fileformat.info/info/unicode/char/002e/index.htm,
/,/,Slash; divide; Solidus; oblique stroke; virgule,,,,,,,,1,47,0x2F,,,0x2f   ,0x2f,1,,0,,0,,0,4,,,0x2f,0,,1,47,,57,0x2F,101111,1,47,,0x2F,1,,,,,,,,&#47;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Slash_(punctuation),https://www.fileformat.info/info/unicode/char/002f/index.htm,
0,0,Zero,,,,,,,,1,48,0x30,,,0x30   ,0x30,1,,0,,0,,0,4,,,0x30,0,,1,48,,60,0x30,110000,1,48,,0x30,1,,,,,,,,&#48;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0030/index.htm,
1,1,One,,,,,,,,1,49,0x31,,,0x31   ,0x31,1,,0,,0,,0,4,,,0x31,0,,1,49,,61,0x31,110001,1,49,,0x31,1,,,,,,,,&#49;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0031/index.htm,
2,2,Two,,,,,,,,1,50,0x32,,,0x32   ,0x32,1,,0,,0,,0,4,,,0x32,0,,1,50,,62,0x32,110010,1,50,,0x32,1,,,,,,,,&#50;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0032/index.htm,
3,3,Three,,,,,,,,1,51,0x33,,,0x33   ,0x33,1,,0,,0,,0,4,,,0x33,0,,1,51,,63,0x33,110011,1,51,,0x33,1,,,,,,,,&#51;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0033/index.htm,
